RA	DE	NormHalpha	RVHalpha	SigmHalpha	Norm[NII]6548	RV[NII]6548	Sigm[NII]6548	Norm[NII]6584	RV[NII]6584	Sigm[NII]6584	Norm[SII]6717	RV[SII]6717	Sigm[SII]6717	Norm[SII]6731	RV[SII]6731	Sigm[SII]6731
99.234	2	14850	-271.6619467	12.10046415	577.4	-278.0905021	12.0493193	1732	-253.8418059	11.9182578	900.8	-233.1467564	11.11598312	687.5	-259.3505892	11.04534407
97.893	2	4919	-271.7533077	12.38264449	260.3	-277.8615834	13.82070964	781	-253.6141042	13.68885664	509.7	-233.2360334	10.85815222	387.6	-259.4396672	10.78699393
96.552	2	2586	-275.0423039	13.08672657	178.9	-281.2953647	12.59860371	536.8	-257.029629	12.46755823	393.2	-234.79838	9.066124667	291.5	-260.9985322	8.989624225
95.211	2	2949	-273.5805278	13.56363274	169	-279.1435284	13.02972068	506.9	-254.8892335	12.89851306	366.3	-235.2894032	9.64228485	288.1	-261.4884611	9.56788356
93.87	2	1919	-272.8496398	14.1179064	118.2	-279.2350959	14.10567204	354.7	-254.9803141	13.97348808	272.8	-233.8163335	11.24344884	204.5	-260.0186742	11.17304785
92.529	2	1817	-273.7632498	13.94419993	116.2	-277.9531509	12.86886274	348.5	-253.7051849	12.73773244	323.8	-231.138025	9.886726749	230.6	-257.3463343	9.813095934
91.188	2	2632	-271.6619467	9.175013397	141.2	-274.7940721	13.02972068	423.5	-250.562902	12.89851306	376.3	-228.2365241	7.18301076	264	-254.4512994	7.095815538
89.847	2	2091	-268.4186311	8.426875434	133.6	-274.0615321	10.00915023	400.8	-249.8342567	9.875177309	315	-227.9240548	3.774973303	215.9	-254.1840654	3.629275387
88.506	2	1501	-265.4037179	8.628517161	97.29	-270.3072645	10.28404445	291.9	-246.0999496	10.15078559	241.3	-223.995869	4.938542995	184.2	-250.2200945	4.823410122
87.165	2	1741	-262.7542488	8.09622484	101.3	-266.5529969	11.68538255	303.8	-242.3656424	11.55415707	260.9	-221.5853913	6.249521964	194.6	-247.8149886	6.153641508
85.824	2	1302	-262.5715268	8.9438799	92.66	-265.3626194	11.2578931	278	-241.1815938	11.12630006	226.9	-220.335514	10.32987381	162.8	-246.5678966	10.25747989
84.483	2	564.5	-265.4950789	12.22637375	39.01	-269.9867783	13.95055297	117	-245.7811672	13.81855521	120.1	-225.1564693	8.344673067	71.67	-251.4226475	8.264878578
80.46	2	714.2	-263.1653733	8.09622484	52.5	-266.7819157	11.99370098	157.5	-242.5933441	11.86262275	141.4	-220.2015986	5.627708134	107.9	-246.4342796	5.524016471
79.119	2	777.6	-262.5715268	7.711041592	55.18	-267.102402	10.79193481	165.5	-242.9121264	10.65970046	137.9	-220.6926218	3.362732898	98.39	-246.9242086	3.200357605
77.778	2	908.1	-258.0034766	5.700398836	54.06	-263.3023506	12.59860371	162.2	-239.1322789	12.46755823	116.9	-216.2734127	9.102906905	91.45	-242.5148477	9.026553388
76.437	2	613.9	-257.2725885	8.982710383	41.81	-260.6468931	11.91002467	125.4	-236.4909397	11.7789157	112.1	-218.1482287	10.69494412	75.36	-244.3854857	10.62342971
75.096	2	489	-258.1861986	6.695777933	32.01	-262.5240269	12.94941006	96.03	-238.3580933	12.81824348	101.6	-217.6572055	9.817324183	69.64	-243.8955567	9.743481324
73.755	2	325.6	-259.6022941	9.771441945	25.29	-264.5842957	11.8260441	75.86	-240.4074082	11.69489746	69.51	-218.0589518	11.83680831	47.55	-244.2964077	11.76736663
72.414	2	297.2	-259.7850162	8.865836124	28.78	-260.5553256	6.209272305	86.35	-236.399859	6.0452194	63.23	-216.4073282	8.383806147	40.08	-242.6484647	8.304212206
71.073	2	302.1	-256.8157835	7.797944279	26.29	-260.3721906	11.20023574	78.87	-236.2176977	11.06857755	65.53	-215.0681739	10.05876371	43.76	-241.3122948	9.985636525
65.709	2	76.02	-257.40963	4.920239583	6.869	-262.9818644	22.00409359	20.61	-238.8134966	21.85048774	29.25	-213.4165503	2.89542679	7.616	-239.6643518	2.707550995
64.368	2	86.52	-258.1405181	6.64659688	7.671	-262.9818644	16.67111448	23.01	-238.8134966	16.53411927	-6.905	-123.8271304	14.65840288	-9.929	-150.2745815	14.59098467
60.345	2	95.52	-253.6181484	2.831770166	9.72	-260.7842443	19.19494763	29.16	-236.6275607	19.05090748	22.77	-207.7028255	12.17198766	17.97	-233.96336	12.10298903
56.322	2	109.7	-254.1663144	5.867258543	8.293	-257.167328	18.12373388	24.88	-233.0298745	17.98290151	25.75	-213.5058273	13.00129863	2.985	-239.7534298	12.93313123
53.64	2	117	-255.5824099	3.236747837	5.796	-270.4446158	28.37352412	17.39	-246.2365706	28.19428301	3.67	-211.5417344	49.88613982	8.985	-237.7937139	49.76476846
48.276	2	102	-259.4652526	4.449706155	8.585	-273.7868296	15.32209716	25.76	-249.5610147	15.18800239	34.95	-211.0953496	4.148596027	34.48	-237.3483239	4.014833185
45.594	2	51.4	-261.9776803	6.083488469	2.833	-279.4182309	84.48221536	8.5	-255.1624755	84.02351713	19.42	-215.6038356	13.51858063	13.49	-241.8467627	13.45076449
42.912	2	39.09	-256.770103	4.1589775	4.967	-281.7074184	45.85135177	14.9	-257.439492	45.59001195	-5.215	-92.53555926	19.43226009	-7.704	-119.0527434	19.36275422
158.238	0	12.02	-439.7205144	19.34991394	6.548	-275.3434771	13.4805465	19.64	-251.109386	13.34902259	-10.22	-123.1129148	10.72771736	-2.174	-149.5619575	10.65627623
150.192	0	23.2	-271.3878637	12.16351997	7.904	-282.897796	11.2578931	23.71	-258.6235406	11.12630006	-5.257	46.29009887	42.20145746	2.754	19.46354242	42.09535344
144.828	0	52.75	-269.0581581	5.921960881	2.99	-232.7645889	82.04469027	8.969	-208.756878	81.59866853	8.712	-255.555271	17.0685205	9.08	-281.7091665	17.00064775
143.487	0	27.6	-268.9667971	15.33110968	7.255	-279.0977447	11.65714389	21.76	-254.8436931	11.52590016	-0.1576	45.66516021	24.67955153	-10.06	18.83999643	24.60392822
139.464	0	59.69	-261.4295142	3.847902021	8.633	-271.5892095	12.62575515	25.9	-247.3750788	12.49470379	-5.873	-87.75924241	33.45671739	-2.582	-114.2870706	33.36694796
138.123	0	74.54	-264.7641909	9.988410768	8.709	-270.5361833	6.629318207	26.13	-246.3276512	6.471497766	22.55	-214.0861275	7.486807019	16.58	-240.3324368	7.401850639
134.1	0	60.4	-261.1554312	17.98649567	5.334	-266.1409432	12.65287821	16	-241.9557794	12.52182037	19.95	-221.5853913	15.43746331	-2.808	-247.8149886	15.37006661
130.077	0	181.8	-266.865494	12.66094487	16.32	-271.1771558	16.57437917	48.95	-246.9652159	16.43761519	44.63	-224.1297844	9.852068334	21.94	-250.3537115	9.77833228
120.69	0	1205	-280.9350887	11.84615587	66.16	-282.2110397	8.211184217	198.5	-257.9404357	8.068891235	142.4	-232.4325408	6.199767591	84.7	-258.6379652	6.103331454
119.349	0	1820	-286.4624295	14.26177158	85.29	-283.4929847	10.4948914	255.9	-259.2155649	10.36210211	158.3	-235.8250649	8.577422389	117.3	-262.0229291	8.498781641
118.008	0	1478	-286.8278735	24.63256195	104	-278.4567721	10.16241514	312.1	-254.2061285	10.02885503	194.8	-231.4951328	8.538966155	169.6	-257.7026463	8.460141134
116.667	0	1887	-277.0065655	14.77336246	137.4	-277.7700159	8.725311507	412.1	-253.5230235	8.586161868	339.2	-231.986156	2.213108977	246.1	-258.1925752	1.964867836
113.985	0	3878	-279.1078686	8.09622484	197.8	-279.6471497	8.858995779	593.5	-255.3901771	8.720549917	411.3	-233.012841	5.573178634	292.6	-259.2169722	5.468701713
112.644	0	4472	-275.6361504	11.16131237	265.7	-276.9001246	10.79193481	797.2	-252.6577573	10.65970046	549.9	-230.1113401	5.997222833	401.4	-256.3219373	5.898407989
111.303	0	4914	-268.6470336	11.87813123	288.9	-270.032562	9.603824208	866.8	-245.8267076	9.468568292	622	-224.1297844	5.627708134	406.6	-250.3537115	5.524016471
109.962	0	1926	-273.5348473	21.18403009	61.15	-276.2133684	26.36956408	183.5	-251.9746523	26.19881779	137.2	-234.4859107	29.39549203	96.02	-260.6867592	29.3126703
108.621	0	2421	-278.3769806	20.23797676	70.9	-280.6086084	24.1853213	212.7	-256.3465241	24.02342561	150.7	-240.3335509	31.30166459	116.4	-266.521368	31.2156499
107.28	0	1555	-267.0025355	27.8137001	52.88	-268.7048332	20.18074408	158.6	-244.506038	20.03351786	117.9	-226.4956236	28.88296021	81.53	-252.7142784	28.80097323
105.939	0	1268	-263.9876224	23.64025892	41.1	-267.6060232	17.86469423	123.3	-243.41307	17.72459261	85.36	-221.9424991	22.01407377	61.91	-248.1713005	21.94189067
104.598	0	1366	-261.5665557	28.47860314	39	-278.5025559	33.81268934	117	-254.2516688	33.6090996	91.5	-235.2001263	30.41507	73.55	-261.3993832	30.33055687
103.257	0	1128	-273.2607643	38.81904883	48.09	-275.8013146	40.95973138	144.3	-251.5647893	40.72230082	111	-231.3165789	38.92362846	80.47	-257.5244903	38.82381329
101.916	0	2494	-287.056276	24.90741608	87.14	-291.0473036	29.15597443	261.4	-266.7297196	28.9733358	191	-241.5834282	32.33008707	133.8	-267.76846	32.242298
100.575	0	6660	-281.6659767	12.25772585	196.2	-288.5291973	16.57437917	588.6	-264.2250014	16.43761519	373.4	-242.2083669	16.04184297	278.2	-268.3920059	15.97434501
99.234	0	12470	-274.3114159	9.251100229	387.1	-275.5723958	12.51697729	1161	-251.3370877	12.38594586	709.9	-230.8701942	11.14793781	487.9	-257.0791003	11.07735957
97.893	0	4471	-273.8546108	11.39254893	253.3	-278.6399071	11.60055815	760	-254.3882898	11.46927536	478.6	-232.8789256	9.139580447	365.9	-259.0833552	9.06337157
96.552	0	2214	-275.2707064	13.82772785	143.7	-280.2881222	12.84196026	431.2	-256.0277418	12.71084097	346.8	-235.1108493	10.12700868	260.5	-261.3103052	10.05407287
95.211	0	1427	-273.3064448	15.60612729	86.74	-279.0061772	17.05611701	260.2	-254.7526125	16.91816953	206.8	-233.0574795	15.01014656	163.8	-259.2615112	14.94276073
93.87	0	1575	-269.7890461	13.97323361	96.75	-274.2904508	15.81759349	290.2	-250.0619584	15.68251847	263.7	-228.1472472	10.16101235	209.6	-254.3622214	10.08817016
92.529	0	1644	-264.7641909	13.68136255	99.21	-270.1699133	12.73407898	297.6	-245.9633286	12.60299821	260.7	-224.2636998	8.6157487	191.5	-250.4873285	8.53728918
89.847	0	2521	-264.1246639	9.988410768	139.3	-269.8952108	10.5248113	418	-245.6900866	10.39208343	315.5	-225.2011078	5.518175452	228.4	-251.4671865	5.41288783
88.506	0	1627	-264.7641909	11.71770318	96.85	-271.5434258	12.84196026	290.5	-247.3295385	12.71084097	224.8	-226.718816	8.226419135	170.2	-252.9369734	8.146001797
87.165	0	686.5	-263.5308173	13.14688504	44.27	-268.933752	15.76831282	132.8	-244.7337396	15.63333997	118.8	-222.7013532	11.21167017	84.06	-248.9284635	11.14121095
85.824	0	515.7	-265.0382739	13.23682341	34.75	-270.6735345	17.39056921	104.3	-246.4642722	17.25175499	99.04	-225.5582156	13.60371443	69.4	-251.7789594	13.5359451
84.483	0	410.7	-265.951884	14.29044984	34.36	-269.5289407	14.79497174	103.1	-245.3257639	14.66179751	97.3	-226.9420083	11.3699915	57.26	-253.2042074	11.2998152
83.142	0	424.8	-262.8456098	11.22769827	36.34	-267.9722932	13.742545	109	-243.7773927	13.61077415	104.8	-220.2908755	6.048405769	64.69	-246.5233576	5.950210302
81.801	0	508.7	-261.1554312	11.32679687	38.05	-263.8059719	18.45174794	114.1	-239.6332225	18.30996411	109.2	-218.549975	10.76042419	89.59	-244.8308756	10.6890553
80.46	0	675.8	-259.2368501	10.23740328	54.46	-261.6541356	13.58561818	163.4	-237.492827	13.45400058	172.5	-216.4519666	9.536171495	118.7	-242.6930037	9.461414573
79.119	0	872.5	-257.8664351	8.221433842	76.44	-260.4179743	9.413154776	229.3	-236.263238	9.277191539	192.5	-213.7290197	3.362732898	138.5	-239.9761248	3.200357605
76.437	0	997.6	-253.3897458	4.984135661	73.22	-255.9311668	10.55468223	219.7	-231.8002856	10.4220144	159.9	-210.5596879	8.767788707	115.3	-236.8138559	8.690024915
75.096	0	822.2	-251.1970817	6.64659688	54.26	-254.7407892	11.8260441	162.8	-230.616237	11.69489746	133.7	-209.3990876	6.149669145	90.61	-235.7003809	6.052662361
73.755	0	597.8	-251.6082063	6.984726644	41.08	-254.6492217	12.51697729	123.2	-230.5251563	12.38594586	95.76	-209.8901108	9.607006542	61.74	-236.1457709	9.532488482
72.414	0	434.6	-250.2834717	10.55147352	33.1	-254.4660867	15.22225495	99.29	-230.342995	15.0883446	70.08	-209.3544491	8.146850241	61.88	-235.6113029	8.06599916
71.073	0	471.5	-249.3241811	7.490254177	29.07	-253.4130605	16.88805301	87.2	-229.2955674	16.75052739	64.83	-205.6494556	4.289528193	54.33	-231.914566	4.159662759
69.732	0	631.8	-249.5069032	6.64659688	53.17	-250.5286842	7.600049848	159.5	-226.4265265	7.452965373	89.99	-205.7387326	9.176146597	69.7	-232.003644	9.100080118
68.391	0	729.8	-249.5069032	5.921960881	55.86	-252.039548	10.73290193	167.6	-227.9293574	10.6005668	114.8	-207.3457177	4.358409361	72.65	-233.607048	4.230345415
67.05	0	339	-250.4205132	8.386099967	33.06	-253.687763	11.54382607	99.18	-229.5688094	11.41250074	77.61	-205.7387326	5.627708134	60.92	-232.003644	5.524016471
65.709	0	146.1	-252.1106918	7.623345833	10.94	-263.7144044	27.01183804	32.82	-239.5421419	26.83840409	31.46	-211.0507111	15.96363291	20.54	-237.3037849	15.89615338
64.368	0	85.77	-253.7095094	7.579191957	8.831	-258.4492731	24.90301816	26.49	-234.3050038	24.73826791	26.79	-225.0671924	21.71450841	4.352	-251.2890305	21.64267353
63.027	0	61.52	-252.5674968	7.40045109	5.325	-259.8685693	30.79541221	15.98	-235.7167541	30.60552905	21.72	-207.3010792	16.19772945	14.84	-233.562509	16.13019024
61.686	0	69.86	-250.0550692	10.02424712	8.742	-268.750617	17.22361697	26.23	-244.5515783	17.08523987	11.36	-206.3190328	29.45942576	9.835	-232.582651	29.37649915
60.345	0	58.13	-248.1364881	9.513859333	5.111	-239.9526378	38.08810902	15.33	-215.90671	37.8644631	20.95	-206.8993329	16.22364246	14.22	-233.161658	16.15609582
59.004	0	69.8	-247.040156	10.79138543	5.585	-214.4053048	67.81490848	16.76	-190.4952052	67.44248323	-0.3371	-126.9518237	21.0179411	-14.82	-153.3923114	20.94688065
57.663	0	73.75	-249.4155421	6.189135981	8.469	-253.3672767	15.19725412	25.41	-229.250027	15.06338923	-0.2631	-71.5108374	63.87974313	-7.984	-98.07487506	63.72942191
56.322	0	67.24	-254.8058414	7.711041592	8.42	-267.5144557	16.79175668	25.26	-243.3219894	16.6544685	13.74	-202.5247624	6.914022745	24.48	-228.7968361	6.824627966
52.299	0	89.8	-254.3033559	5.17152571	3.342	-261.2420819	43.02653394	10.03	-237.082964	42.7790595	15.31	-204.3995783	28.62596567	5.627	-230.6674741	28.5443931
50.958	0	142.5	-252.5674968	3.847902021	10.82	-256.3890043	21.66937288	32.47	-232.2556889	21.51698008	34.16	-212.4791423	9.64228485	21.36	-238.7290328	9.56788356
